id	hisat_out.SRR941816.fastq.bam	hisat_out.SRR941817.fastq.bam	hisat_out.SRR941818.fastq.bam	hisat_out.SRR941819.fastq.bam
YAL068C	9.42186374375491	8.58477940153218	6.3634098461932	5.14490420916488
YAL067W-A	0	0	0	0
YAL067C	78.0668710196836	37.0218611691075	15.908524615483	9.43232438346894
YAL065C	7.40289294152172	1.60964613778728	6.3634098461932	2.57245210458244
YAL064W-B	0.672990267411065	1.60964613778728	0	0
YAL064C-A	0	0.536548712595761	3.1817049230966	0
YAL064W	0	0	0	0
YAL063C-A	0	0	0	0
YAL063C	18.8437274875098	10.7309742519152	6.3634098461932	2.57245210458244
YAL062W	5112.03407125445	587.520840292359	416.803344925655	138.054929612591
YAL061W	1283.3924399529	1041.44105114837	101.814557539091	70.3136908585867
YAL060W	2743.1083299675	2589.38408698714	267.263213540114	284.68469957379
YAL059W	90.8536861004938	136.283372999323	1679.940199395	1433.71330628728
YAL058W	57.2041727299406	73.5071736256193	174.993770770313	167.209386797859
YAL056W	942.859364642903	628.298542449637	82.7243280005116	67.7412387540042
YAL055W	151.42281016749	113.748327070301	38.1804590771592	31.7269092898501
YAL054C	15660.4835226555	3418.3518479476	502.709377849263	107.185504357602
YAL053W	1296.85224530112	414.215606123928	1231.31980523838	790.60028014167
YAL051W	351.300919588576	253.250992345199	200.447410155086	168.92435486758
YAL049C	1792.84607238308	1290.9362025054	213.174229847472	252.95779028394
YAL048C	170.939527922411	120.723460334046	89.0877378467048	72.0286589283083
YAL047C	67.9720170085176	65.4589429366829	76.3609181543184	73.7436269980299
YAL046C	25.5736301616205	103.553901530982	85.9060329236082	130.337573298844
YAL044W-A	349.281948786343	247.885505219242	79.542623077415	106.328020322741
YAL044C	541.757165265908	817.70023799594	448.620394156621	373.863039199315
YAL043C	427.348819806026	366.999319415501	397.713115387075	465.613830929422
YAL042W	284.00189284747	457.676051844185	445.438689233524	509.345516707323
YAL041W	111.716384390237	195.303731384857	394.531410463978	341.278645874604
YAL040C	576.079668903872	326.758165970819	878.150558774662	632.82321772728
YAL039C	504.069710290888	554.791368824017	442.256984310427	303.549348340728
YAL038W	25367.6951397927	9692.21594432984	12660.0038890014	9448.6165801313
YAL037C-A	14.1327956156324	8.58477940153218	19.0902295385796	9.43232438346894
YAL037W	28.2655912312647	27.3639843423838	57.2706886157388	46.3041378824839
YAL036C	123.157218936225	133.064080723749	1438.13062523966	1372.83193981216
YAL035W	979.873829350511	1142.84875782897	2971.71239817222	2515.00067424676
YAL034W-A	47.7823089861856	72.9706249130236	44.5438689233524	40.3017496384582
YAL034C	2726.28357328223	1124.06955288812	302.261967694177	282.969731504068
YAL033W	43.0713771143082	62.7761993737041	104.996262462188	174.069259076745
YAL032C	57.8771629973516	96.5787682672371	248.172984001535	212.656040645482
YAL031C	326.400279694367	246.81240779405	155.903541231733	138.912413647452
YAL030W	508.107651895354	424.410031663247	124.086492000767	149.202222065781
YAL029C	188.437274875098	281.688074112775	550.434951695712	467.328798999143
YAL028W	144.019917225968	86.3843427279176	19.0902295385796	30.8694252549893
YAL027W	228.816690919762	245.202761656263	63.634098461932	60.0238824402569
YAL026C	149.403839365256	174.914880306218	187.720590462699	202.366232227152
YNCA0001W	3.36495133705533	3.21929227557457	0	1.71496806972163
YAL025C	90.8536861004938	137.893019137111	2704.44918463211	2485.8462170615
YAL024C	28.2655912312647	50.9721276965973	101.814557539091	87.4633715558029
YAL023C	320.343367287667	752.777843771853	1043.59921477568	994.681480438543
YAL022C	22.2086788245652	30.0467279053626	114.541377231478	92.6082757649678
YAL021C	537.04623339403	445.335431454482	349.987541540626	301.834380271006
YAL020C	170.266537655	165.257003479495	47.725573846449	93.4657597998286
YAL019W	138.635995086679	155.062577940175	467.7106236952	394.442656035974
YAL018C	0	0	0	0.857484034860813
YAL017W	1586.91105055529	922.86378566471	82.7243280005116	78.031047172334
YAL016W	2628.02699424021	2151.02378879641	451.802099079717	526.495197404539
YAL015C	156.133742039367	246.81240779405	108.177967385284	181.786615390492
YAL014C	184.399333270632	248.958602644433	136.813311693154	171.496806972163
YAL013W	306.210571672035	374.511001391841	499.527672926166	458.753958650535
YAL012W	71.3369683455729	125.552398747408	2720.35770924759	2580.16946089619
YAL011W	100.275549844249	108.382839944344	248.172984001535	218.658428889507
YAL010C	123.830209203636	127.698593597791	60.4523935388354	88.3208555906638
YAL009W	75.3749099500393	48.8259328462143	101.814557539091	120.905248915375
YAL008W	948.916277049602	525.817738343846	127.268196923864	89.1783396255246
YAL007C	79.4128515545057	273.103294711243	184.538885539603	228.948237307837
YNCA0002W	0	0	0	0
YAL005C	10134.5604369432	22479.7814116246	935.421247390401	1359.11219525439
YAL003W	3122.00185051993	6390.29516701552	8625.60204651488	8450.50516355331
YNCA0003W	12.1138248133992	48.8259328462143	73.1792132312218	44.5891698127623
YAL002W	277.271990173359	166.866649617282	340.442426771336	327.558901316831
YAL001C	460.325342909169	372.901355254054	85.9060329236082	96.8956959392719
YAR002W	191.129235944743	231.789043841369	887.695673543952	885.78100801122
YAR002C-A	456.960391572113	862.233781141389	327.71560707895	357.570842536959
YAR003W	59.2231435321737	88.5305375783006	130.449901846961	150.917190135503
YAR007C	162.190654446067	456.602954418993	22.2719344616762	43.7316857779015
YAR008W	41.725396579486	83.7015991649388	44.5438689233524	35.1568454292933
YAR009C	0	0	0	0
YAR010C	0	0	0	0
YNCA0004W	0	1.07309742519152	0	0.857484034860813
YAR014C	318.997386752845	251.104797494816	887.695673543952	629.393281587837
YAR015W	594.923396391382	885.305375783006	2112.65206893614	1028.12335779811
YAR018C	131.906092412569	170.085941892856	60.4523935388354	87.4633715558029
YAR019C	213.337914769308	237.154530967327	136.813311693154	91.750791730107
YAR020C	8.74887347634385	3.75584098817033	0	11.1472924531906
YAR023C	109.697413588004	111.065583507323	34.9987541540626	29.1544571852676
YNCA0005W	0	0	0	0
YNCA0006C	0	0	0	0
YAR027W	536.373243126619	356.804893876181	63.634098461932	82.3184673466381
YAR028W	179.688401398754	158.28187021575	44.5438689233524	46.3041378824839
YAR029W	47.7823089861856	33.2660201809372	22.2719344616762	24.8670370109636
YAR031W	12.7868150808102	11.267522964511	6.3634098461932	6.00238824402569
YAR033W	10.094854011166	6.9751332637449	0	1.71496806972163
YAR035W	5988.26739942366	1457.80285212268	244.991279078438	92.6082757649678
YAR035C-A	9.42186374375491	3.75584098817033	0	0
YAR042W	899.114997261183	458.21260055678	254.536393847728	187.789003634518
YAR050W	105.659471983537	74.0437223382151	19.0902295385796	11.1472924531906
YAR061W	7.40289294152172	9.12132811412794	3.1817049230966	0.857484034860813
YAR064W	1.34598053482213	2.68274356297881	0	3.42993613944325
YAR066W	0.672990267411065	1.07309742519152	0	1.71496806972163
YAR068W	9.42186374375491	54.7279686847677	9.5451147692898	5.14490420916488
YAR071W	37.6874549750197	19.3157536534474	6.3634098461932	17.1496806972163
YBL113C	150.749819900079	130.38133716077	34.9987541540626	40.3017496384582
YBL112C	0	0	0	0
YBL111C	0.672990267411065	0.536548712595761	0	0
YBL108C-A	2.0189708022332	0	0	0
YNCB0001W	0.672990267411065	0	0	0.857484034860813
YBL107C	175.650459794288	194.230633959666	130.449901846961	109.757956462184
YBL106C	179.015411131343	109.455937369535	44.5438689233524	63.4538185797002
YBL105C	1361.45931097259	819.309884133728	410.439935079461	360.143294641542
YBL104C	146.711878295612	180.816916144772	174.993770770313	191.218939773961
YBL103C	380.912491354663	200.132669798219	178.17547569341	218.658428889507
YBL102W	545.122116602963	446.945077592269	146.358426462444	209.226104506038
YBL101C	568.003785694939	293.492145789882	136.813311693154	115.76034470621
YBL100W-C	12.1138248133992	7.51168197634066	3.1817049230966	1.71496806972163
YBL100W-B	13.4598053482213	6.43858455114914	25.4536393847728	26.5820050806852
YBL100W-A	0	0	0	0
YNCB0002W	0	0.536548712595761	0	0
YBL099W	7047.55408032868	9582.7600069603	903.604198159435	1020.40600148437
YBL098W	90.8536861004938	164.183906054303	82.7243280005116	111.472924531906
YBL097W	19.5167177549209	43.4604457202567	19.0902295385796	18.8646487669379
